gsw_path,s1_path,block_id,group_id,window_index,window,water,not_water,no_data,dataset,water_tag,data_split
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_25d6655831172_lat_-32d9601574716-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_25d6655831172_lat_-32d9601574716-201507.tif,block_25_-32,group_25.67_-32.96,2,"(256, 0, 256, 256)",0.006622314453125,0.9925689697265624,0.0008087158203125,africa_mtn,low,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-7d0653205720_lat_33d1771694860-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-7d0653205720_lat_33d1771694860-201505.tif,block_-7_33,group_-7.07_33.18,1,"(0, 256, 256, 256)",0.078521728515625,0.921478271484375,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_29d5312366992_lat_-30d4375527805-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_29d5312366992_lat_-30d4375527805-201507.tif,block_29_-30,group_29.53_-30.44,2,"(256, 0, 256, 256)",0.0101776123046875,0.98931884765625,0.0005035400390625,africa_mtn,low,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-13d5419971484_lat_9d6483448644-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_-13d5419971484_lat_9d6483448644-201510.tif,block_-13_9,group_-13.54_9.65,2,"(256, 0, 256, 256)",0.05303955078125,0.9232635498046876,0.0236968994140625,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d2517083572_lat_-31d1637409982-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_26d2517083572_lat_-31d1637409982-201506.tif,block_26_-31,group_26.25_-31.16,3,"(256, 256, 256, 256)",0.0400390625,0.9591064453125,0.0008544921875,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-12d9446304679_lat_15d3809727645-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-12d9446304679_lat_15d3809727645-201508.tif,block_-12_15,group_-12.94_15.38,2,"(256, 0, 256, 256)",0.099212646484375,0.8959808349609375,0.0048065185546875,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-14d9504437322_lat_11d1815517581-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_-14d9504437322_lat_11d1815517581-201505.tif,block_-14_11,group_-14.95_11.18,3,"(256, 256, 256, 256)",0.0100250244140625,0.9899749755859376,0.0,africa_mtn,low,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_25d2168879550_lat_-29d4973760673-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_25d2168879550_lat_-29d4973760673-201512.tif,block_25_-29,group_25.22_-29.5,3,"(256, 256, 256, 256)",0.30218505859375,0.69781494140625,0.0,africa_mtn,high,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_20d6004086694_lat_-33d7159609531-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_20d6004086694_lat_-33d7159609531-201505.tif,block_20_-33,group_20.6_-33.72,2,"(256, 0, 256, 256)",0.0117340087890625,0.97247314453125,0.0157928466796875,africa_mtn,low,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_5d6570917429_lat_8d1730016060-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_5d6570917429_lat_8d1730016060-201512.tif,block_5_8,group_5.66_8.17,0,"(0, 0, 256, 256)",0.1453094482421875,0.8546905517578125,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-8d7255063480_lat_11d6262536182-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-8d7255063480_lat_11d6262536182-201510.tif,block_-8_11,group_-8.73_11.63,2,"(256, 0, 256, 256)",0.3741455078125,0.6258544921875,0.0,africa,high,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d2936969074_lat_-16d3528063558-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_23d2936969074_lat_-16d3528063558-201509.tif,block_23_-16,group_23.29_-16.35,0,"(0, 0, 256, 256)",0.0773773193359375,0.9226226806640624,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_29d7539407552_lat_-28d2321487983-201511.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_29d7539407552_lat_-28d2321487983-201511.tif,block_29_-28,group_29.75_-28.23,1,"(0, 256, 256, 256)",0.0767364501953125,0.922088623046875,0.0011749267578125,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_0d6962614648_lat_15d1834540490-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_0d6962614648_lat_15d1834540490-201506.tif,block_0_15,group_0.7_15.18,0,"(0, 0, 256, 256)",0.0381622314453125,0.9618377685546876,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_19d2603397126_lat_-33d1898148542-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_19d2603397126_lat_-33d1898148542-201503.tif,block_19_-33,group_19.26_-33.19,1,"(0, 256, 256, 256)",0.1198883056640625,0.8800201416015625,9.1552734375e-05,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_14d0537702596_lat_12d9589684924-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_14d0537702596_lat_12d9589684924-201512.tif,block_14_12,group_14.05_12.96,1,"(0, 256, 256, 256)",0.2757415771484375,0.72137451171875,0.0028839111328125,africa,high,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_19d5039691817_lat_-33d3768948436-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_19d5039691817_lat_-33d3768948436-201512.tif,block_19_-33,group_19.5_-33.38,1,"(0, 256, 256, 256)",0.013427734375,0.986572265625,0.0,africa,low,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d0398507584_lat_-32d0955369572-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_26d0398507584_lat_-32d0955369572-201510.tif,block_26_-32,group_26.04_-32.1,3,"(256, 256, 256, 256)",0.2508392333984375,0.7491607666015625,0.0,africa_mtn,high,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-10d6242742968_lat_28d1652468413-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-10d6242742968_lat_28d1652468413-201503.tif,block_-10_28,group_-10.62_28.17,0,"(0, 0, 256, 256)",0.146728515625,0.853271484375,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_27d5268318292_lat_-32d5450042148-201502.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_27d5268318292_lat_-32d5450042148-201502.tif,block_27_-32,group_27.53_-32.55,3,"(256, 256, 256, 256)",0.08563232421875,0.913909912109375,0.000457763671875,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-15d5987478208_lat_12d9722277440-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-15d5987478208_lat_12d9722277440-201506.tif,block_-15_12,group_-15.6_12.97,2,"(256, 0, 256, 256)",0.0065460205078125,0.9934539794921876,0.0,africa,low,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-9d2142417241_lat_10d6483498580-201510.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_-9d2142417241_lat_10d6483498580-201510.tif,block_-9_10,group_-9.21_10.65,0,"(0, 0, 256, 256)",0.1329498291015625,0.837432861328125,0.0296173095703125,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_33d5246918633_lat_-25d1393662887-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_33d5246918633_lat_-25d1393662887-201506.tif,block_33_-25,group_33.52_-25.14,2,"(256, 0, 256, 256)",0.0488128662109375,0.9430999755859376,0.008087158203125,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_19d2697045542_lat_-34d3894671311-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_19d2697045542_lat_-34d3894671311-201509.tif,block_19_-34,group_19.27_-34.39,3,"(256, 256, 256, 256)",0.047576904296875,0.93145751953125,0.020965576171875,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_19d1074808610_lat_-34d2209246714-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_19d1074808610_lat_-34d2209246714-201512.tif,block_19_-34,group_19.11_-34.22,3,"(256, 256, 256, 256)",0.019287109375,0.980712890625,0.0,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-1d4653438597_lat_31d3545122314-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-1d4653438597_lat_31d3545122314-201504.tif,block_-1_31,group_-1.47_31.35,0,"(0, 0, 256, 256)",0.0403594970703125,0.9596405029296876,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_25d8070865524_lat_-32d2145225454-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_25d8070865524_lat_-32d2145225454-201503.tif,block_25_-32,group_25.81_-32.21,1,"(0, 256, 256, 256)",0.0228118896484375,0.9771881103515624,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_33d5569222974_lat_-25d0861753233-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_33d5569222974_lat_-25d0861753233-201509.tif,block_33_-25,group_33.56_-25.09,2,"(256, 0, 256, 256)",0.09259033203125,0.90740966796875,0.0,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa_small/GSW_lon_28d3590026131_lat_-32d6502161995-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa_small/GSW_lon_28d3590026131_lat_-32d6502161995-201509.tif,block_28_-32,group_28.36_-32.65,3,"(256, 256, 256, 256)",0.06060791015625,0.93939208984375,0.0,africa_small,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_0d8627140128_lat_14d8672750185-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_0d8627140128_lat_14d8672750185-201509.tif,block_0_14,group_0.86_14.87,0,"(0, 0, 256, 256)",0.08868408203125,0.91131591796875,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d4583845145_lat_-30d8193809382-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_26d4583845145_lat_-30d8193809382-201503.tif,block_26_-30,group_26.46_-30.82,2,"(256, 0, 256, 256)",0.0804901123046875,0.9188690185546876,0.000640869140625,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_-14d8924437898_lat_11d0228031956-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_-14d8924437898_lat_11d0228031956-201512.tif,block_-14_11,group_-14.89_11.02,1,"(0, 256, 256, 256)",0.346466064453125,0.653533935546875,0.0,africa_mtn,high,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_14d6955777210_lat_13d2621726061-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_14d6955777210_lat_13d2621726061-201512.tif,block_14_13,group_14.7_13.26,0,"(0, 0, 256, 256)",0.2088623046875,0.7754974365234375,0.0156402587890625,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_25d0415847874_lat_-30d3878392103-201506.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_25d0415847874_lat_-30d3878392103-201506.tif,block_25_-30,group_25.04_-30.39,2,"(256, 0, 256, 256)",0.09368896484375,0.9051513671875,0.00115966796875,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d0561792414_lat_-32d1011772847-201505.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_26d0561792414_lat_-32d1011772847-201505.tif,block_26_-32,group_26.06_-32.1,1,"(0, 256, 256, 256)",0.2120208740234375,0.7823028564453125,0.00567626953125,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_23d5495816141_lat_-18d5152998647-201509.tif,block_23_-18,group_23.55_-18.52,2,"(256, 0, 256, 256)",0.13861083984375,0.86138916015625,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_24d5830290184_lat_-32d7057364935-201507.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_24d5830290184_lat_-32d7057364935-201507.tif,block_24_-32,group_24.58_-32.71,2,"(256, 0, 256, 256)",0.02880859375,0.9683837890625,0.0028076171875,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_4d0062281216_lat_11d4557147569-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_4d0062281216_lat_11d4557147569-201512.tif,block_4_11,group_4.01_11.46,2,"(256, 0, 256, 256)",0.201019287109375,0.7942962646484375,0.0046844482421875,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_29d3634224812_lat_-28d6587202873-201504.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_29d3634224812_lat_-28d6587202873-201504.tif,block_29_-28,group_29.36_-28.66,0,"(0, 0, 256, 256)",0.0253753662109375,0.9736785888671876,0.000946044921875,africa_mtn,medium,train
gs://surface-water-public/data/v1/jrc/africa_small/GSW_lon_0d0674677054_lat_7d8381645903-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa_small/GSW_lon_0d0674677054_lat_7d8381645903-201503.tif,block_0_7,group_0.07_7.84,0,"(0, 0, 256, 256)",0.0726776123046875,0.9099273681640624,0.01739501953125,africa_small,medium,train
gs://surface-water-public/data/v1/jrc/africa_mtn/GSW_lon_26d4529955317_lat_-30d8878538582-201508.tif,gs://surface-water-public/data/v1/sentinel_1/africa_mtn/GSW_lon_26d4529955317_lat_-30d8878538582-201508.tif,block_26_-30,group_26.45_-30.89,1,"(0, 256, 256, 256)",0.006500244140625,0.9930419921875,0.000457763671875,africa_mtn,low,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_23d9815982341_lat_-28d9480824060-201503.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_23d9815982341_lat_-28d9480824060-201503.tif,block_23_-28,group_23.98_-28.95,2,"(256, 0, 256, 256)",0.0176544189453125,0.980926513671875,0.0014190673828125,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_5d9250362537_lat_8d7691123894-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_5d9250362537_lat_8d7691123894-201512.tif,block_5_8,group_5.93_8.77,3,"(256, 256, 256, 256)",0.06634521484375,0.93365478515625,0.0,africa,medium,train
gs://surface-water-public/data/v1/jrc/africa/GSW_lon_-2d2397423790_lat_8d3305606318-201512.tif,gs://surface-water-public/data/v1/sentinel_1/africa/GSW_lon_-2d2397423790_lat_8d3305606318-201512.tif,block_-2_8,group_-2.24_8.33,1,"(0, 256, 256, 256)",0.229248046875,0.770751953125,0.0,africa,high,train
